nodo_partenza,nodo_arrivo,peso_arco
0,4,15
0,5,10
0,9,27
0,11,38
0,12,28
0,14,2
0,15,45
0,17,3
0,18,21
0,19,30
0,21,40
0,22,41
0,24,39
0,27,13
0,28,20
0,31,38
0,32,41
0,39,31
0,41,7
0,42,43
0,44,21
0,45,7
0,47,19
0,48,31
0,51,26
0,52,42
0,54,10
0,57,31
0,59,50
0,61,16
0,63,1
0,66,16
0,67,31
0,70,34
0,72,21
0,74,3
0,76,25
0,79,23
0,81,21
0,82,36
0,88,31
0,91,6
0,92,43
0,93,29
0,94,24
0,100,17
0,101,13
0,103,17
0,106,28
0,107,20
0,108,11
0,109,16
0,111,45
0,112,19
0,113,28
0,115,46
0,116,16
0,119,23
0,120,2
0,121,42
0,123,46
0,125,39
0,126,24
0,127,3
0,128,30
0,130,6
0,131,1
0,132,31
0,135,50
0,136,16
0,137,24
0,139,45
0,142,19
0,144,1
0,152,38
0,153,12
0,155,43
0,157,33
0,158,45
0,160,6
0,162,32
0,165,3
0,166,11
0,167,5
0,168,35
0,169,3
0,171,29
0,172,39
0,176,48
0,177,22
0,178,31
0,179,20
0,181,8
0,182,11
0,183,46
0,185,38
0,186,48
0,187,12
0,188,26
0,195,15
0,197,17
0,198,10
0,199,23
0,201,36
0,205,42
0,207,44
0,211,7
0,215,11
0,217,42
0,218,37
0,223,15
0,225,40
0,226,3
0,228,34
0,229,33
0,230,25
0,232,1
0,235,18
0,236,25
0,238,1
0,239,23
0,240,41
0,241,27
0,244,13
0,246,17
0,250,5
0,253,27
0,254,6
0,255,48
0,256,31
0,258,7
0,260,1
0,262,36
0,263,2
0,265,49
0,266,19
0,268,46
0,275,12
0,276,16
0,277,32
0,280,48
0,281,31
0,282,32
0,284,13
0,285,50
0,290,3
0,291,27
0,293,8
0,296,33
0,298,38
0,299,49
0,300,11
0,303,5
0,304,45
0,305,44
0,306,14
0,307,33
0,308,7
0,309,40
0,310,7
0,313,27
0,314,9
0,315,18
0,319,33
0,320,19
0,323,24
0,325,44
0,327,36
0,328,30
0,331,40
0,336,46
0,337,28
0,339,31
0,342,4
0,343,41
0,344,22
0,345,6
0,346,34
0,347,14
0,349,12
0,350,2
0,351,17
0,352,15
0,360,36
0,362,42
0,364,18
0,366,33
0,369,36
0,370,13
0,374,21
0,377,28
0,378,14
0,381,49
0,383,43
0,389,13
0,390,28
0,391,23
0,392,30
0,393,4
0,394,48
0,395,49
0,398,46
0,405,39
0,407,2
0,408,6
0,410,30
0,411,9
0,413,34
0,414,14
0,416,9
0,419,48
0,422,49
0,427,20
0,428,16
0,429,32
0,431,3
0,432,33
0,433,1
0,435,11
0,436,7
0,437,44
0,439,17
0,443,8
0,444,46
0,446,10
0,447,43
0,451,26
0,453,33
0,455,11
0,458,45
0,461,39
0,462,45
0,463,9
0,467,46
0,469,10
0,473,48
0,479,11
0,480,17
0,481,49
0,484,11
0,485,46
0,491,35
0,492,15
0,493,7
0,494,2
0,497,39
1,2,15
1,3,8
1,4,36
1,7,25
1,10,46
1,11,23
1,14,7
1,15,5
1,16,23
1,19,30
1,20,28
1,22,22
1,24,6
1,25,27
1,26,41
1,27,15
1,28,31
1,29,33
1,31,10
1,33,2
1,34,7
1,35,39
1,39,29
1,40,4
1,41,30
1,42,18
1,43,48
1,48,35
1,50,2
1,52,13
1,54,10
1,59,2
1,61,24
1,63,18
1,64,50
1,65,44
1,68,48
1,69,10
1,70,30
1,71,6
1,73,45
1,76,32
1,78,12
1,79,32
1,81,39
1,86,7
1,88,28
1,91,1
1,92,50
1,93,44
1,95,16
1,98,16
1,99,37
1,101,4
1,102,26
1,105,41
1,107,33
1,108,39
1,110,34
1,111,28
1,114,16
1,116,20
1,122,43
1,124,7
1,125,23
1,127,19
1,130,8
1,132,37
1,133,19
1,134,41
1,135,26
1,136,32
1,137,42
1,139,19
1,141,23
1,142,16
1,144,5
1,145,12
1,146,22
1,149,2
1,150,26
1,152,46
1,154,16
1,155,15
1,160,6
1,161,2
1,162,16
1,163,21
1,164,38
1,165,40
1,167,8
1,169,30
1,172,22
1,173,15
1,175,11
1,176,4
1,178,15
1,180,47
1,182,12
1,185,3
1,189,4
1,191,36
1,192,16
1,193,23
1,194,11
1,195,48
1,196,29
1,197,11
1,200,47
1,204,24
1,207,25
1,209,10
1,212,12
1,213,24
1,215,18
1,217,18
1,218,15
1,219,36
1,220,13
1,221,9
1,222,14
1,223,17
1,227,44
1,230,2
1,233,38
1,235,11
1,239,19
1,240,24
1,241,25
1,244,43
1,246,15
1,247,47
1,249,22
1,250,20
1,251,12
1,253,38
1,255,4
1,259,2
1,261,10
1,263,35
1,265,15
1,266,44
1,269,25
1,270,11
1,271,34
1,274,19
1,275,42
1,276,10
1,280,44
1,281,9
1,282,23
1,283,39
1,284,1
1,285,38
1,288,25
1,291,20
1,296,36
1,297,39
1,298,7
1,299,37
1,300,28
1,301,14
1,302,20
