nodo_partenza,nodo_arrivo,peso_arco
0,1,7
0,2,39
0,3,24
0,4,34
0,6,36
0,7,46
0,9,15
0,10,50
0,11,45
0,12,17
0,13,5
0,14,10
0,19,35
0,21,39
0,23,16
0,25,46
0,28,43
0,29,15
0,34,46
0,35,2
0,38,49
0,39,44
0,44,36
0,45,30
0,46,25
0,47,40
0,55,9
0,56,37
0,57,7
0,58,21
0,60,3
0,61,41
0,62,44
0,63,33
0,64,46
0,65,39
0,67,10
0,69,44
0,73,41
0,77,30
0,79,21
0,80,4
0,81,47
0,82,27
0,84,33
0,85,35
0,86,39
0,88,27
0,89,35
0,90,1
0,92,1
0,93,10
0,94,2
0,95,6
0,99,41
0,100,47
0,101,24
0,102,12
0,103,12
0,104,29
0,106,47
0,107,28
0,108,6
0,109,1
0,110,36
0,112,3
0,113,19
0,117,15
0,121,33
1,0,30
1,2,5
1,3,16
1,5,20
1,6,34
1,9,22
1,12,22
1,14,1
1,20,5
1,21,20
1,23,26
1,24,8
1,28,40
1,29,38
1,30,27
1,31,16
1,32,24
1,33,45
1,37,50
1,38,20
1,39,17
1,40,45
1,41,27
1,42,18
1,43,18
1,45,5
1,46,8
1,47,16
1,48,9
1,49,31
1,50,2
1,51,8
1,54,37
1,59,2
1,61,24
1,62,42
1,63,4
1,65,2
1,67,45
1,69,31
1,71,5
1,75,19
1,76,32
1,79,2
1,80,23
1,84,46
1,86,20
1,89,23
1,90,33
1,91,8
1,92,18
1,93,11
1,95,18
1,96,5
1,98,35
1,99,32
1,100,6
1,101,45
1,102,6
1,103,10
1,104,26
1,105,1
1,106,3
1,107,1
1,109,28
1,110,17
1,112,34
1,113,40
1,114,17
1,118,47
1,119,3
1,123,1
2,4,28
2,5,35
2,9,20
2,10,9
2,11,45
2,14,23
2,15,2
2,17,17
2,20,37
2,22,11
2,23,20
2,24,7
2,26,11
2,27,21
2,29,23
2,34,40
2,35,23
2,37,7
2,38,13
2,39,9
2,40,10
2,41,44
2,42,44
2,43,15
2,45,48
2,46,34
2,47,50
2,48,39
2,49,37
2,50,23
2,51,9
2,53,32
2,57,4
2,61,21
2,63,13
2,65,34
2,66,27
2,68,10
2,69,8
2,73,34
2,75,22
2,76,3
2,82,44
2,85,40
2,86,9
2,90,7
