nodo_partenza,nodo_arrivo,peso_arco
0,13,32
0,25,10
0,26,10
0,35,43
0,48,4
0,49,17
0,59,34
0,61,34
0,102,47
0,103,34
0,104,18
0,124,37
1,12,50
1,34,40
1,42,38
1,43,22
1,55,50
1,66,13
1,67,27
1,68,33
1,69,48
1,73,5
1,88,37
1,94,6
1,97,15
1,107,19
1,117,17
2,18,19
2,32,47
2,38,46
2,39,12
2,54,35
2,59,11
2,64,50
2,77,18
2,88,8
2,98,30
2,107,27
2,110,7
2,113,32
2,114,44
2,121,47
3,7,33
3,17,43
3,29,11
3,30,37
3,38,2
3,65,3
3,66,27
3,72,36
3,86,15
3,87,40
3,118,14
4,1,14
4,3,34
4,17,49
4,26,23
4,50,34
4,56,39
4,58,28
4,67,11
4,70,28
4,71,44
4,74,44
4,96,44
4,107,5
4,108,26
4,119,3
5,0,43
5,13,49
5,17,23
5,27,38
5,35,17
5,40,19
5,47,33
5,56,38
5,63,36
5,66,36
5,69,39
5,72,16
5,87,1
5,96,14
5,97,32
5,104,27
5,105,20
5,107,12
5,109,36
5,115,3
6,1,16
6,8,35
6,9,29
6,36,19
6,51,19
6,60,31
6,76,27
6,109,31
7,0,48
7,5,3
7,8,4
7,14,44
7,17,13
7,20,18
7,30,4
7,32,45
7,36,40
7,37,34
7,38,43
7,40,26
7,41,45
7,60,21
7,68,34
7,72,44
7,97,7
7,110,23
8,28,49
8,32,12
8,35,9
8,84,46
8,87,29
8,93,39
8,116,12
9,11,3
9,18,1
9,20,31
9,22,17
9,24,31
9,34,22
9,45,15
9,52,49
9,59,31
9,64,22
9,66,47
9,77,27
9,78,33
9,95,32
10,1,47
10,33,32
10,40,49
10,44,11
10,49,50
10,70,47
10,77,26
10,99,33
10,103,40
10,108,22
10,111,6
10,114,44
11,10,31
11,18,19
11,19,16
11,21,27
11,32,8
11,75,7
11,83,45
11,102,19
11,104,21
11,115,43
12,29,12
12,42,24
12,52,37
12,54,48
12,82,13
12,86,5
12,91,9
12,94,46
12,119,4
13,6,2
13,27,49
13,54,34
13,78,41
13,83,15
13,88,32
13,106,32
13,110,20
14,2,44
14,22,22
14,28,7
14,52,11
14,58,6
14,72,47
14,76,49
14,87,39
14,90,28
14,107,17
14,110,38
15,0,29
15,2,21
15,24,20
15,26,1
15,34,20
15,60,6
15,77,22
15,93,45
15,97,19
15,122,48
16,19,8
16,22,20
16,25,4
16,34,45
16,36,2
16,43,14
16,45,42
16,62,22
16,82,11
16,91,31
16,93,22
16,94,7
16,109,35
16,124,11
17,4,9
17,39,18
17,45,39
17,48,37
17,52,42
17,72,19
17,101,10
17,108,42
18,10,31
18,12,25
18,27,29
18,31,8
18,39,14
18,49,8
18,63,12
18,67,37
19,18,14
19,20,6
19,34,9
19,37,45
19,51,37
19,60,43
19,69,22
19,75,17
19,99,5
19,100,35
19,124,26
20,0,43
20,10,27
20,19,2
20,22,44
20,29,43
20,33,17
20,55,40
20,77,1
20,83,47
20,93,16
20,106,33
20,116,23
20,118,14
21,4,35
21,14,40
21,30,6
21,34,8
21,57,6
21,75,47
21,87,10
21,118,46
22,13,11
22,16,32
22,30,34
22,39,11
22,46,38
22,48,21
22,65,17
22,73,21
22,79,41
22,81,31
22,84,48
22,99,37
22,100,1
22,105,27
22,108,36
22,110,3
22,112,7
23,4,12
23,16,27
23,19,44
23,24,11
23,50,48
23,86,35
23,104,33
23,107,40
23,113,32
23,121,31
24,14,45
24,21,14
24,27,30
24,32,39
24,50,44
24,53,34
24,66,19
24,69,32
24,79,23
24,80,4
24,88,20
24,92,15
24,122,22
25,11,42
25,55,24
25,57,29
25,66,28
25,68,43
25,71,22
25,90,12
25,91,45
25,105,33
25,117,30
25,118,12
26,24,38
26,42,15
26,54,28
26,63,20
26,65,2
26,72,23
26,77,25
26,91,7
26,120,14
27,0,36
27,9,9
27,16,21
27,29,1
27,37,42
27,48,24
27,84,18
27,100,39
27,110,12
28,13,24
28,14,11
28,16,33
28,17,23
28,41,15
28,42,48
28,47,39
28,50,41
28,86,3
28,88,36
28,98,23
28,105,7
28,119,1
28,123,42
29,14,43
29,16,34
29,31,32
29,39,13
29,46,49
29,54,48
29,57,44
29,59,45
29,62,35
29,84,46
29,99,45
30,1,1
30,9,7
30,10,37
30,31,42
30,42,8
30,51,40
30,63,22
30,95,16
30,99,8
30,106,40
30,110,41
30,112,37
30,120,32
31,10,33
31,14,33
31,24,13
31,25,6
31,38,48
31,42,39
31,47,39
31,54,37
31,60,23
31,61,47
31,62,31
31,65,12
31,77,35
31,80,45
31,86,31
31,88,36
31,89,36
31,91,33
31,99,4
31,100,33
31,119,26
32,5,13
32,14,21
32,15,46
32,23,20
32,25,25
32,31,8
32,36,6
32,40,3
32,43,10
32,44,27
32,53,11
32,62,14
32,66,13
32,79,6
32,87,31
32,102,11
32,111,36
33,5,43
33,7,32
33,20,16
33,22,1
33,31,50
33,35,47
33,50,49
33,51,40
33,61,31
33,64,1
33,69,12
33,73,23
33,83,45
33,93,35
33,105,43
33,107,27
33,118,26
34,8,43
34,10,50
34,12,50
34,19,39
34,59,20
34,72,25
34,82,18
34,109,7
34,115,15
34,118,34
35,6,47
35,10,50
35,12,20
35,57,36
35,74,4
35,85,9
35,89,30
35,90,42
35,101,17
35,117,2
36,11,18
36,48,23
36,54,7
36,64,40
36,69,7
36,88,7
36,101,14
36,103,33
36,113,21
36,115,30
36,123,49
37,1,38
37,8,13
37,32,40
37,38,18
37,44,45
37,54,2
37,59,37
37,72,12
37,78,6
37,84,50
37,97,30
37,100,24
37,110,17
37,111,7
38,21,13
38,35,13
38,36,46
38,74,14
38,80,23
38,104,34
39,21,26
39,26,36
39,42,2
39,48,32
39,55,9
39,56,34
39,92,47
39,104,44
39,114,49
39,122,37
40,18,18
40,59,19
40,60,43
40,64,16
40,65,16
40,91,40
40,93,9
40,108,14
40,115,13
40,117,4
40,123,16
41,11,47
41,12,47
41,17,15
41,27,41
41,34,7
41,42,18
41,62,5
41,69,46
41,85,44
41,88,35
41,93,47
41,97,23
41,98,12
41,113,40
41,121,42
41,122,24
42,5,27
42,7,3
42,19,10
42,22,5
42,33,40
42,54,3
42,57,27
42,92,8
42,99,29
42,100,24
42,108,40
43,2,28
43,6,2
43,9,5
43,27,23
43,76,20
43,98,47
43,101,33
44,10,16
44,21,45
44,22,35
44,32,34
44,35,4
44,48,38
44,49,17
44,63,15
44,64,27
44,73,13
44,76,15
44,78,44
44,82,11
44,87,48
44,94,16
44,99,45
44,105,40
44,112,19
44,121,10
45,0,34
45,3,34
45,31,32
45,53,47
45,68,39
45,72,19
45,78,37
45,100,3
45,105,8
45,111,6
45,123,19
46,3,50
46,29,42
46,32,50
46,40,27
46,73,39
46,75,15
46,81,32
46,124,47
47,14,31
47,75,41
47,83,32
47,84,31
47,95,7
47,99,24
47,110,3
47,117,31
47,124,3
48,1,15
48,7,24
48,9,2
48,23,18
48,45,17
48,53,7
48,56,35
48,64,45
48,79,50
48,96,41
48,103,27
48,111,44
49,0,40
49,45,7
49,54,9
49,59,31
49,60,49
49,61,40
49,89,9
49,105,43
49,108,40
50,26,10
50,40,49
50,54,28
50,64,20
50,86,30
50,94,3
50,110,40
50,117,1
51,5,40
51,43,45
51,53,5
51,54,45
51,56,10
51,72,28
51,81,22
51,118,46
51,124,26
52,3,42
52,8,9
52,11,6
52,18,16
52,27,43
52,37,35
52,38,23
52,70,4
52,72,26
52,84,31
52,86,5
52,94,47
52,113,5
53,1,39
53,3,12
53,31,18
53,32,46
53,37,37
53,41,18
53,62,31
53,63,10
53,74,27
53,86,29
53,88,14
53,93,15
53,96,42
53,101,29
53,104,23
54,8,28
54,11,13
54,16,34
54,18,5
54,20,32
54,48,7
54,49,16
54,50,41
54,57,3
54,77,34
54,79,11
54,83,18
54,85,48
54,92,11
54,105,2
54,111,41
54,116,6
54,118,33
54,119,8
55,6,23
55,15,29
55,54,43
55,61,18
55,71,8
55,85,36
55,87,23
55,97,28
55,103,48
56,23,21
56,24,19
56,51,43
56,63,50
56,85,24
56,95,14
56,96,45
56,109,16
56,120,19
57,3,17
57,24,8
57,50,4
57,52,11
57,54,3
57,62,43
57,65,18
57,70,39
57,103,36
58,12,3
58,13,10
58,14,37
58,25,1
58,28,36
58,32,36
58,46,18
58,47,8
58,48,39
58,50,13
58,65,34
58,68,13
58,85,25
58,86,42
58,88,49
58,95,45
58,97,43
58,100,33
58,116,26
59,11,43
59,14,6
59,38,48
59,41,13
59,63,35
59,66,25
59,75,50
59,98,22
59,100,30
59,111,45
59,113,7
59,115,3
60,0,18
60,22,21
60,40,35
60,54,36
60,56,41
60,85,9
60,94,11
60,99,24
60,101,35
60,106,37
60,115,24
61,20,10
61,25,26
61,32,49
61,38,35
61,39,48
61,49,11
61,55,7
61,57,7
61,62,15
61,75,32
61,91,29
61,94,8
61,100,4
61,110,21
61,117,6
62,2,19
62,8,1
62,17,50
62,20,31
62,21,8
62,23,18
62,28,33
62,35,2
62,48,49
62,69,17
62,80,45
62,99,43
62,102,16
62,103,21
62,119,8
62,122,49
63,13,44
63,28,13
63,30,48
63,35,2
63,37,35
63,44,47
63,47,16
63,52,5
63,71,4
63,73,27
63,74,44
63,82,17
63,103,16
63,106,47
63,110,33
63,115,42
63,123,20
64,21,17
64,47,14
64,67,28
64,73,23
64,83,34
64,91,1
64,107,40
64,108,19
64,121,38
64,123,45
65,5,27
65,15,46
65,20,50
65,41,36
65,45,29
65,46,25
65,54,38
65,69,8
65,81,28
65,96,19
65,100,11
65,101,24
65,107,11
65,115,4
65,120,16
66,9,27
66,24,47
66,37,20
66,39,23
66,58,11
66,59,40
66,90,34
66,105,21
66,108,35
66,110,27
66,118,48
66,124,17
67,13,41
67,20,33
67,22,30
67,28,18
67,29,4
67,42,3
67,53,14
67,109,1
67,120,24
68,5,34
68,9,37
68,18,13
68,25,14
68,26,10
68,29,46
68,31,21
68,32,49
68,48,47
68,54,44
68,59,4
68,64,3
68,82,23
68,96,38
68,100,47
68,104,44
68,108,26
68,116,10
68,118,12
68,121,23
69,5,2
69,11,23
69,13,16
69,22,21
69,43,46
69,58,25
69,59,32
69,68,27
69,109,11
70,27,24
70,36,49
70,40,47
70,41,50
70,67,8
70,71,48
70,75,35
70,77,42
70,79,7
70,84,47
70,90,41
70,91,20
70,104,44
70,117,20
70,119,9
71,17,1
71,21,5
71,27,42
71,31,38
71,45,24
71,53,9
71,69,2
71,74,7
71,85,38
71,96,25
71,99,13
71,112,2
72,1,25
72,6,40
72,33,15
72,36,11
72,68,31
72,74,36
72,78,23
72,103,13
72,104,38
72,111,25
73,49,34
73,53,5
73,55,5
73,67,12
73,74,36
73,76,25
73,84,43
73,89,48
73,92,41
73,99,10
73,118,7
74,2,14
74,17,34
74,23,38
74,45,2
74,52,28
74,57,20
74,71,18
74,72,2
74,78,8
74,79,33
74,93,12
74,96,16
74,108,41
74,112,36
74,116,5
74,117,48
75,0,29
75,3,45
75,9,44
75,12,18
75,17,38
75,18,47
75,19,12
75,22,12
75,50,49
75,53,42
75,54,33
75,56,26
75,63,21
75,80,17
75,85,48
75,99,12
75,100,23
76,2,27
76,22,20
76,29,4
76,40,13
76,44,8
76,75,35
76,81,26
76,85,48
76,95,4
76,104,29
76,105,20
76,111,35
76,112,50
76,119,37
76,120,9
77,1,10
77,12,47
77,24,29
77,28,3
77,43,45
77,58,4
77,61,42
77,62,40
77,74,32
77,76,6
77,79,41
77,94,39
77,98,10
77,110,21
77,123,40
78,13,50
78,14,19
78,18,21
78,33,44
78,38,30
78,58,32
78,62,5
78,75,33
78,105,43
78,112,6
78,123,31
79,7,2
79,10,49
79,24,5
79,30,24
79,34,37
79,47,28
79,55,19
79,89,42
79,103,25
79,117,1
79,119,36
80,7,3
80,20,17
80,33,8
80,37,3
80,52,22
80,55,2
80,63,17
80,72,29
80,79,13
80,89,40
80,97,42
80,109,2
80,111,46
80,116,46
80,118,8
81,9,15
81,13,33
81,23,14
81,33,41
81,51,34
81,57,9
81,60,34
81,70,36
81,91,23
81,96,46
81,120,22
82,0,9
82,1,1
82,2,3
82,14,4
82,20,46
82,25,28
82,32,7
82,40,3
82,48,46
82,64,7
82,81,18
82,90,36
82,94,5
82,101,47
82,103,30
82,107,49
82,116,19
83,1,28
83,35,9
83,53,25
83,74,34
83,75,18
83,76,21
83,81,33
83,86,24
83,95,38
83,103,42
83,110,40
83,117,32
84,19,38
84,79,48
84,83,34
84,92,16
84,96,7
84,99,42
84,117,34
84,118,38
85,1,47
85,9,22
85,13,10
85,17,30
85,19,37
85,32,40
85,40,47
85,64,20
85,67,49
85,75,37
85,83,28
85,88,43
85,99,39
85,101,19
85,115,32
85,120,20
86,23,2
86,24,38
86,38,45
86,41,2
86,57,6
86,61,8
86,62,16
86,63,30
86,71,14
86,81,11
86,88,26
86,93,13
86,103,31
86,106,15
86,113,30
86,115,16
86,123,34
87,6,24
87,11,26
87,27,34
87,31,42
87,37,40
87,52,41
87,56,20
87,76,42
87,101,34
87,108,32
87,116,6
87,117,27
88,13,22
88,23,22
88,27,50
88,29,16
88,35,23
88,39,40
88,44,8
88,49,38
88,52,35
88,53,17
88,55,9
88,85,28
88,90,2
88,106,1
89,9,8
89,11,25
89,15,3
89,18,14
89,21,44
89,39,11
89,42,10
89,52,18
89,55,49
89,57,39
89,73,19
89,124,38
90,6,40
90,24,2
90,29,10
90,37,38
90,42,47
90,50,19
90,61,16
90,62,26
90,66,20
90,101,4
90,112,3
91,3,23
91,6,29
91,9,9
91,14,20
91,24,31
91,38,20
91,40,41
91,52,31
91,77,6
91,78,15
91,79,14
91,85,36
91,107,4
91,109,2
91,115,20
91,116,30
91,124,11
92,12,28
92,16,36
92,30,37
92,40,36
92,43,31
92,44,18
92,49,5
92,60,33
92,64,24
92,65,31
92,68,9
92,71,22
92,81,3
92,93,50
92,98,3
92,108,37
92,121,41
93,2,10
93,6,16
93,15,8
93,29,37
93,37,28
93,43,49
93,46,36
93,47,43
93,52,46
93,54,4
93,58,23
93,63,33
93,76,13
94,3,17
94,11,2
94,14,48
94,20,42
94,23,24
94,29,35
94,36,8
94,49,31
94,54,30
94,56,41
94,58,49
94,66,2
94,93,16
94,109,45
94,112,14
95,2,49
95,8,46
95,10,30
95,24,47
95,32,33
95,46,41
95,55,43
95,71,32
95,91,24
95,92,11
95,106,16
95,122,30
96,2,24
96,5,28
96,6,24
96,22,42
96,25,22
96,27,39
96,35,10
96,59,4
96,75,17
96,76,33
96,80,24
97,8,44
97,9,3
97,11,18
97,12,11
97,28,13
97,35,16
97,37,23
97,51,49
97,100,45
97,124,46
98,6,40
98,25,13
98,33,19
98,48,20
98,51,49
98,59,33
98,61,10
98,69,19
98,71,36
98,106,41
98,107,41
98,112,3
98,120,9
99,0,11
99,18,45
99,26,17
99,27,7
99,28,45
99,34,13
99,71,38
99,74,27
99,75,11
99,101,50
99,104,38
99,108,32
99,117,21
99,118,4
100,2,7
100,41,21
100,55,10
100,59,20
100,64,25
100,66,50
100,83,6
100,90,42
100,97,24
100,114,23
100,117,13
100,120,32
100,121,23
101,0,1
101,4,16
101,6,19
101,8,24
101,9,33
101,20,11
101,36,44
101,61,48
101,66,12
101,68,41
101,84,47
101,99,35
101,105,1
101,116,5
102,26,19
102,28,44
102,31,15
102,38,12
102,92,20
102,105,42
103,2,7
103,35,39
103,50,28
103,59,40
103,60,50
103,63,37
103,65,23
103,74,25
103,106,5
103,110,40
103,111,7
104,4,9
104,6,32
104,20,22
104,29,44
104,35,28
104,57,34
104,67,9
104,81,8
104,84,44
104,94,3
104,96,11
104,106,28
104,123,20
105,19,9
105,34,11
105,38,2
105,45,35
105,51,24
105,52,29
105,85,17
105,87,3
