nodo_partenza,nodo_arrivo,peso_arco
0,52,32
0,68,5
0,70,44
0,82,45
0,113,28
0,126,20
0,142,3
0,143,26
0,152,26
0,156,44
0,163,6
0,189,38
0,190,1
0,201,44
0,217,4
0,230,40
0,234,26
0,248,26
1,4,5
1,13,28
1,14,41
1,20,26
1,24,28
1,41,43
1,45,17
1,71,23
1,80,32
1,81,46
1,83,23
1,94,6
1,103,3
1,125,26
1,137,46
1,170,17
1,190,49
1,197,34
1,201,33
1,207,44
1,218,17
1,241,1
1,247,24
2,7,21
2,42,45
2,47,11
2,51,7
2,63,26
2,75,11
2,77,44
2,81,41
2,89,11
2,99,44
2,104,45
2,105,27
2,107,37
2,110,24
2,115,27
2,117,27
2,134,21
2,138,30
2,152,10
2,154,38
2,210,49
2,212,33
2,244,36
2,249,44
3,11,1
3,14,7
3,21,32
3,23,25
3,39,45
3,52,26
3,85,41
3,90,9
3,103,29
3,118,21
3,129,13
3,136,45
3,139,17
3,142,40
3,150,4
3,165,30
3,167,23
3,172,3
3,184,25
3,213,18
3,215,50
3,220,35
3,223,47
3,230,17
3,244,24
4,2,50
4,25,12
4,29,17
4,58,49
4,63,41
4,72,47
4,92,6
4,93,13
4,97,31
4,101,10
4,103,47
4,109,36
4,127,5
4,156,48
4,157,16
4,179,2
4,197,17
4,213,9
4,229,45
4,231,16
4,237,12
5,3,36
5,20,43
5,28,21
5,36,18
5,38,50
5,42,25
5,50,40
5,83,23
5,90,23
5,104,14
5,105,26
5,107,28
5,122,1
5,176,30
5,186,12
5,188,38
5,194,7
5,212,6
5,225,21
5,235,4
5,248,38
6,4,42
6,18,47
6,22,26
6,27,27
6,38,40
6,41,7
6,57,26
6,70,29
6,88,1
6,97,9
6,113,29
6,117,37
6,120,2
6,133,4
6,156,31
6,172,18
6,174,43
6,179,23
6,188,25
6,189,29
6,196,9
6,206,16
6,210,26
6,217,37
6,222,29
7,0,31
7,17,12
7,30,44
7,31,48
7,33,6
7,38,36
7,42,25
7,44,3
7,47,18
7,49,35
7,50,11
7,54,23
7,55,15
7,58,18
7,62,16
7,69,50
7,72,14
7,90,28
7,99,18
7,105,38
7,112,19
7,116,5
7,120,33
7,125,44
7,154,17
7,172,27
7,204,31
7,214,17
7,229,43
7,238,29
7,240,30
7,245,30
7,248,50
8,2,31
8,12,37
8,23,17
8,26,42
8,34,39
8,62,31
8,66,22
8,67,15
8,99,32
8,102,2
8,141,24
8,142,43
8,145,33
8,154,44
8,160,1
8,163,21
8,179,42
8,187,28
8,198,25
8,217,32
8,226,41
8,232,13
8,241,4
8,247,5
9,1,46
9,2,4
9,10,33
9,17,12
9,23,11
9,29,33
9,45,27
9,53,30
9,58,37
9,63,9
9,69,32
9,83,20
9,101,36
9,147,37
9,175,24
9,185,27
9,197,26
9,199,43
9,204,5
9,213,18
9,216,26
9,225,37
9,229,20
9,231,18
9,241,41
10,3,8
10,11,4
10,29,10
10,34,23
10,36,36
10,39,29
10,51,41
10,63,14
10,73,33
10,81,37
10,82,1
10,83,47
10,101,32
10,104,14
10,106,28
10,107,2
10,111,39
10,112,21
10,121,21
10,134,5
10,146,40
10,152,16
10,154,36
10,162,40
10,168,2
10,179,39
10,192,3
10,199,18
10,209,9
10,218,2
10,225,22
10,243,45
11,16,4
11,32,48
11,43,2
11,59,36
11,62,2
11,82,11
11,133,6
11,138,35
11,139,38
11,147,31
11,165,6
11,166,14
11,172,50
11,175,43
11,179,24
11,184,33
11,205,15
12,20,29
12,24,11
12,27,12
12,40,10
12,46,27
12,52,7
12,56,22
12,62,14
12,91,30
12,103,8
12,117,49
