nodo_partenza,nodo_arrivo,peso_arco
0,1,16
0,1,38
0,2,5
0,3,32
0,4,28
0,5,19
0,7,24
0,10,29
0,28,12
0,36,20
0,45,17
0,46,10
0,49,17
0,53,9
0,63,49
0,67,29
0,92,25
0,114,29
0,118,35
1,2,18
1,4,14
1,8,1
1,12,16
1,16,45
1,31,42
1,34,34
1,51,8
1,53,11
1,55,2
1,66,6
1,72,21
1,81,31
1,82,30
1,83,38
1,86,48
1,121,12
1,123,17
2,3,12
2,10,13
2,11,5
2,16,11
2,17,22
2,18,33
2,21,49
2,24,3
2,29,28
2,37,7
2,41,36
2,46,7
2,54,15
2,70,45
2,88,18
2,90,42
2,98,38
2,100,25
2,101,29
3,5,20
3,6,37
3,8,32
3,9,24
3,14,35
3,15,18
3,18,18
3,20,34
3,22,7
3,24,7
3,25,25
3,30,25
3,32,20
3,33,36
3,35,45
3,42,6
3,48,21
3,54,19
3,64,49
3,68,42
3,69,7
3,71,16
3,75,6
3,77,20
3,79,35
3,87,42
3,93,37
3,95,12
3,113,35
3,123,31
4,6,11
4,13,49
4,31,7
5,7,37
5,19,22
5,20,44
5,27,30
5,30,31
5,43,43
5,50,33
5,57,11
5,68,1
5,89,4
5,96,1
5,103,38
5,116,50
6,11,14
6,17,9
6,28,11
6,79,14
6,113,48
6,117,12
7,14,44
7,107,46
8,9,5
8,12,47
8,13,29
8,21,2
8,22,43
8,39,31
8,44,2
8,81,4
8,99,7
8,108,19
8,110,10
8,120,1
10,19,33
10,26,37
10,38,45
10,58,49
10,59,39
10,62,45
10,66,26
10,88,32
11,27,15
11,35,12
11,37,42
11,40,19
11,48,30
11,60,3
12,15,1
12,36,49
12,42,43
12,43,25
12,57,35
12,75,14
12,76,18
13,71,24
14,67,4
15,33,11
15,74,15
15,76,45
15,78,43
15,105,23
17,26,17
17,62,5
17,87,44
17,94,46
17,111,30
18,25,17
18,34,6
18,106,4
19,93,38
19,119,44
20,112,38
21,23,33
21,32,34
22,23,41
22,117,19
23,105,49
24,45,2
24,63,3
24,72,35
25,29,18
25,41,45
28,40,8
28,51,6
29,38,36
29,56,17
31,49,13
32,96,50
32,104,37
32,114,2
33,60,37
34,39,39
34,84,49
37,44,28
37,58,13
37,85,14
38,56,33
38,80,1
38,100,4
38,109,5
38,115,24
39,52,21
39,69,15
39,90,3
41,47,23
41,50,42
41,52,3
41,59,33
41,94,35
42,47,7
43,91,33
43,95,11
44,70,18
47,109,2
47,110,41
48,74,7
48,119,23
50,92,9
52,84,22
52,124,45
54,55,10
54,61,16
54,73,39
56,78,16
56,91,14
56,102,41
57,61,6
57,64,37
57,77,7
57,120,8
59,65,48
59,97,12
59,103,14
62,106,40
63,65,25
70,89,12
71,73,13
72,85,47
72,86,29
73,82,1
73,108,14
74,80,1
74,97,34
74,122,44
77,116,26
78,83,6
82,98,49
82,121,14
83,101,3
83,102,11
83,107,7
83,112,18
83,122,27
86,124,1
90,104,40
91,99,43
97,111,17
97,115,15
116,118,14
