nodo_partenza,nodo_arrivo,peso_arco
0,1,26
0,1,47
0,2,46
0,4,35
0,6,43
0,7,48
0,9,45
0,11,22
0,17,41
0,18,32
0,19,13
0,20,49
0,22,50
0,30,37
0,34,17
0,43,37
0,44,32
0,47,25
0,54,1
0,60,26
0,71,29
0,81,1
0,89,27
0,96,29
0,102,36
0,112,8
0,117,43
0,120,8
0,122,18
0,142,25
0,145,8
0,171,26
0,180,37
0,193,24
0,201,31
0,204,1
0,217,44
0,228,17
0,233,30
0,234,44
0,235,24
0,240,3
0,257,50
0,262,12
0,273,7
0,282,17
0,284,1
0,297,2
0,301,37
0,343,28
0,344,31
0,355,31
0,391,13
0,402,11
0,404,18
0,415,23
0,417,25
0,418,24
0,419,7
0,444,40
0,498,26
1,2,27
1,3,7
1,4,2
1,8,8
1,10,39
1,11,47
1,15,32
1,18,35
1,23,4
1,26,21
1,27,42
1,33,18
1,49,22
1,51,6
1,55,39
1,56,14
1,63,1
1,67,16
1,88,38
1,99,13
1,100,1
1,107,21
1,110,38
1,113,7
1,132,1
1,134,50
1,137,47
1,145,43
1,156,24
1,159,10
1,179,11
1,181,11
1,185,45
1,186,47
1,201,41
1,204,10
1,224,17
1,229,5
1,234,18
1,242,47
1,243,26
1,245,1
1,247,40
1,254,14
1,255,31
1,262,34
1,265,35
1,268,16
1,280,27
1,291,10
1,308,50
1,317,23
1,347,16
1,402,33
1,405,37
1,414,17
1,439,50
1,465,38
1,489,34
1,490,44
1,496,42
2,3,5
2,5,1
2,6,22
2,9,32
2,14,13
2,21,44
2,57,46
2,153,27
2,238,18
2,242,32
2,248,48
2,258,46
2,337,42
2,344,9
2,367,7
2,430,48
2,453,41
3,5,14
3,12,3
3,15,27
3,19,13
3,22,11
3,24,13
3,31,11
3,35,17
3,38,28
3,40,19
3,45,38
3,54,9
3,62,30
3,63,42
3,70,38
3,73,5
3,74,40
3,75,35
3,84,19
3,91,43
3,106,5
3,111,36
3,115,34
3,146,41
3,157,12
3,158,12
3,163,42
3,175,45
3,184,39
3,241,31
3,244,7
3,268,32
3,274,12
3,294,36
3,304,6
3,328,13
3,359,21
3,360,17
3,389,8
3,408,11
3,418,22
3,430,15
3,447,30
3,454,3
3,476,28
3,477,20
3,481,24
3,483,27
4,7,32
4,8,45
4,16,44
4,17,43
4,38,25
4,42,48
4,45,23
4,48,7
4,50,12
4,57,44
4,60,49
4,65,25
4,68,10
4,85,45
4,87,49
4,105,9
4,114,43
4,122,12
4,142,46
4,189,25
4,222,20
4,230,14
4,272,8
4,311,27
4,313,20
4,314,37
4,319,44
4,345,6
4,360,26
4,366,26
4,371,9
4,381,49
4,387,2
4,390,50
4,473,39
4,486,16
4,488,22
4,494,30
5,10,9
5,14,46
5,25,32
5,27,42
5,44,28
5,48,16
5,53,31
5,64,5
5,67,34
5,69,9
5,92,2
5,96,35
5,100,26
5,168,17
5,177,12
5,225,38
5,275,36
5,282,38
5,301,30
5,316,26
5,330,27
5,425,8
5,427,4
5,433,50
5,486,46
5,497,30
6,39,49
6,161,40
7,92,11
7,112,6
7,159,19
7,248,31
7,451,23
8,12,43
8,13,5
8,16,2
8,21,6
8,30,35
8,43,3
8,79,38
8,121,26
8,123,41
8,131,23
8,190,38
8,196,45
8,197,1
8,212,35
8,230,24
8,239,36
8,297,48
8,320,10
8,452,33
8,487,46
8,491,11
9,72,49
9,209,25
10,13,4
10,80,24
10,84,42
10,206,27
10,483,1
11,24,36
11,53,50
11,95,47
11,113,22
11,138,49
11,158,44
11,210,12
11,211,22
11,231,9
11,251,50
11,280,29
11,436,18
12,25,36
12,86,10
12,116,1
12,183,21
12,286,8
12,339,28
12,359,36
12,380,3
12,417,4
13,29,42
13,37,24
13,46,24
13,76,21
13,78,9
13,86,35
13,91,28
13,105,3
13,121,24
13,123,36
13,124,47
13,127,1
13,146,35
13,157,17
13,162,27
13,163,44
13,187,46
13,206,6
13,243,32
13,372,11
13,384,13
13,388,37
13,395,17
13,446,47
13,455,1
14,195,32
14,338,38
15,20,6
15,31,36
15,32,43
15,93,11
15,97,9
15,136,18
15,153,6
15,172,48
15,274,32
15,321,36
15,362,2
15,368,27
15,377,47
15,383,46
15,434,3
15,439,49
15,497,15
16,50,29
16,74,36
16,237,39
16,318,46
16,428,42
17,144,38
18,28,27
18,29,41
18,39,22
18,42,14
18,62,17
18,89,6
18,138,29
18,211,5
18,270,33
18,304,12
18,375,17
18,388,29
18,424,28
18,445,8
18,463,22
19,28,12
19,170,41
19,185,5
19,366,13
19,407,1
19,438,16
20,23,42
20,37,27
20,61,1
20,66,44
20,114,12
20,173,45
20,220,12
20,278,6
20,324,18
21,26,31
21,41,48
21,148,40
21,169,3
21,171,24
21,233,23
21,307,19
21,329,50
21,423,5
21,446,24
22,101,38
22,134,24
22,137,19
22,240,2
23,478,42
24,299,24
25,33,17
25,73,24
25,104,32
25,141,11
25,152,18
25,423,46
26,32,31
26,52,22
26,55,5
26,56,3
26,87,29
26,99,47
26,102,8
26,106,37
26,135,35
26,148,30
26,256,15
26,295,9
26,312,15
26,326,39
26,352,19
26,361,10
26,381,38
26,485,15
27,225,15
27,325,10
28,218,34
28,342,14
28,471,50
29,59,34
29,75,32
29,90,26
29,93,36
29,144,35
29,165,34
29,252,38
29,258,13
29,328,37
29,358,14
29,373,47
29,458,35
29,485,33
30,149,31
30,168,6
30,469,41
31,34,15
31,36,40
31,46,27
31,49,50
31,152,47
31,227,2
31,250,2
31,421,37
32,35,1
32,47,3
32,71,47
32,97,25
32,115,12
32,188,2
32,189,18
32,203,37
32,250,12
32,294,5
32,330,36
32,434,21
33,58,9
33,379,35
34,36,1
34,40,10
34,41,7
34,52,33
34,90,32
34,104,39
34,130,9
34,143,23
34,166,46
34,197,1
34,203,38
34,284,4
34,340,38
34,408,27
34,413,25
34,419,7
34,449,36
35,126,29
35,150,18
35,232,17
35,257,9
35,441,34
37,98,42
37,131,24
37,238,46
37,260,7
37,276,18
39,178,1
39,346,8
39,403,35
39,463,49
40,61,25
40,83,30
40,94,38
40,236,23
40,364,22
40,398,44
40,450,20
41,64,45
41,191,24
41,283,20
41,353,48
41,357,34
41,406,7
41,437,26
41,448,8
42,68,20
42,176,42
42,278,34
42,365,8
43,107,30
43,128,43
43,135,5
43,465,24
44,51,6
44,69,39
44,77,19
44,78,3
44,94,22
44,111,9
44,117,36
44,130,45
44,213,41
44,300,35
44,372,29
45,66,48
45,119,35
45,222,39
45,237,43
45,325,12
45,361,4
45,421,11
46,108,37
46,126,23
46,179,20
46,182,30
46,188,24
46,228,46
46,239,40
46,319,25
46,332,13
46,376,17
47,322,17
47,347,8
47,428,3
47,487,32
48,58,33
48,108,31
48,147,28
49,80,11
49,110,26
49,264,17
49,331,41
50,98,17
51,95,40
51,180,10
51,186,11
52,128,8
52,140,35
53,109,3
53,181,5
53,216,31
53,273,47
53,283,42
53,306,22
53,323,2
53,364,5
54,59,18
54,422,37
54,482,43
56,77,3
56,85,32
56,174,47
56,182,13
56,215,49
56,399,4
57,164,9
57,333,2
58,76,38
58,176,41
58,365,25
58,495,9
59,65,39
59,317,20
60,70,22
60,221,11
60,490,1
61,212,40
62,226,25
62,277,9
62,306,16
62,462,28
64,82,25
64,101,25
64,214,4
64,374,47
64,397,34
65,79,8
65,81,21
65,210,24
65,254,4
65,288,35
65,293,28
65,302,3
65,426,47
66,187,50
66,223,41
66,291,6
66,346,11
66,348,42
66,396,42
66,448,23
67,72,1
67,109,18
67,116,6
67,267,32
67,336,46
70,207,48
70,208,18
70,231,11
70,295,34
70,409,44
70,412,43
71,202,21
71,269,15
71,310,39
71,401,10
71,433,14
72,82,7
72,386,18
73,88,3
73,120,36
73,167,16
73,263,35
74,303,48
75,198,32
75,255,7
76,83,3
76,178,33
76,270,49
76,307,29
76,340,18
77,129,3
77,133,29
77,139,16
77,217,6
77,327,36
77,492,19
78,125,47
78,195,17
79,103,42
79,198,1
80,468,16
81,119,29
81,194,34
81,209,43
81,370,3
82,143,46
87,252,36
87,482,25
88,133,49
88,161,28
88,213,7
89,281,6
90,266,6
90,454,47
91,155,35
91,394,30
91,456,24
92,118,18
92,125,41
92,175,17
92,279,30
92,401,13
93,173,26
93,196,30
93,271,1
93,281,49
93,285,22
94,136,1
94,315,29
95,166,4
95,214,41
95,470,28
96,140,1
96,150,29
97,244,10
98,205,27
100,256,46
101,103,31
102,154,37
102,199,39
103,139,33
103,287,3
103,309,7
103,333,36
103,382,40
103,431,24
104,456,50
105,118,3
105,141,25
105,167,44
105,177,8
105,192,22
105,202,4
105,358,23
105,472,6
108,165,44
108,207,44
108,253,47
108,466,19
109,363,15
110,392,29
111,200,41
111,318,18
111,341,38
112,151,19
112,160,26
112,345,45
112,352,33
112,400,22
112,411,42
112,492,30
113,481,34
114,127,29
114,221,27
114,223,43
114,227,3
114,272,32
114,367,13
114,392,1
114,429,1
116,298,12
116,469,47
117,235,25
118,249,12
118,354,49
119,183,28
119,260,50
119,378,16
119,435,33
119,471,49
119,472,23
120,480,37
121,149,23
121,151,42
121,276,31
122,236,49
122,420,10
123,124,44
123,285,19
124,355,47
124,391,22
124,449,24
126,156,1
126,190,25
126,220,17
126,349,48
126,426,1
127,192,19
127,385,4
128,129,19
128,409,21
130,132,21
131,327,13
131,384,16
132,172,50
132,219,47
133,155,23
134,208,18
135,303,5
135,412,13
136,170,14
136,193,37
136,296,12
136,404,50
136,478,14
137,174,49
137,407,41
138,441,34
139,147,42
139,154,9
139,164,8
139,338,29
139,443,44
140,437,8
141,251,42
141,261,34
141,320,27
141,326,15
142,475,50
143,269,43
145,380,47
147,160,30
148,374,17
148,436,7
148,493,16
149,305,19
149,321,23
149,394,9
150,184,14
150,205,17
150,259,32
150,385,8
150,466,16
151,300,23
151,356,37
152,247,43
153,169,32
153,216,44
153,445,42
153,453,16
155,298,49
157,351,12
157,440,10
159,162,19
159,194,3
160,386,49
163,393,44
164,232,49
164,266,40
164,315,46
164,354,42
164,467,34
166,200,43
170,264,25
171,259,31
174,246,11
175,474,33
176,191,14
177,455,10
178,484,27
180,368,41
180,406,42
181,199,33
182,369,5
182,459,19
183,224,22
184,403,27
185,265,1
185,314,18
185,343,44
185,429,42
185,495,1
186,296,16
186,322,23
186,389,43
187,425,27
190,219,33
193,226,15
193,493,17
194,442,29
194,450,43
195,277,42
196,443,35
197,279,49
197,316,44
197,362,20
198,218,3
198,302,13
199,253,15
199,382,32
200,289,13
200,299,31
201,289,24
201,464,47
202,335,30
202,438,41
203,215,1
203,431,34
204,249,10
204,323,6
206,396,25
207,246,19
207,305,50
207,342,7
207,357,43
207,451,12
208,263,16
208,442,36
210,229,42
212,267,2
214,427,5
216,324,15
216,373,31
218,432,33
218,457,31
221,410,26
222,337,46
222,475,42
223,371,1
223,457,1
224,479,19
225,290,22
225,292,22
225,390,20
226,241,33
226,290,45
226,335,11
228,288,5
229,310,43
230,332,17
231,308,42
231,334,5
231,461,15
232,461,38
234,383,23
235,271,21
235,329,13
240,331,15
240,400,33
240,414,30
242,245,33
242,363,35
246,312,24
246,440,9
248,261,5
251,375,25
252,470,1
254,275,44
258,311,18
258,399,14
259,313,21
260,422,8
260,460,21
261,411,3
267,334,44
270,286,19
271,292,22
271,356,17
271,395,50
273,459,27
276,369,8
277,494,19
279,287,15
281,293,30
288,350,10
291,341,46
295,416,9
298,350,38
298,378,42
299,435,12
300,460,1
301,377,46
301,464,37
303,309,41
303,379,28
304,348,43
305,370,1
306,336,28
306,349,42
310,351,31
310,415,3
311,410,29
314,484,17
317,339,29
320,397,31
327,376,35
331,474,44
342,353,21
346,477,9
352,387,46
354,398,14
354,479,43
358,413,21
360,499,39
362,424,17
362,444,28
367,498,3
373,499,45
381,480,32
389,462,14
391,393,39
393,467,21
394,476,37
404,405,32
405,416,19
405,432,18
412,420,20
415,473,22
422,468,42
432,447,5
437,458,11
442,491,42
444,452,7
448,488,41
451,496,28
477,489,1
