nodo_partenza,nodo_arrivo,peso_arco
0,1,23
0,1,40
0,2,9
0,3,29
0,4,32
0,5,28
0,7,9
0,8,34
0,9,50
0,11,31
0,12,2
0,14,41
0,19,14
0,21,19
0,31,10
0,33,33
0,37,13
0,40,23
0,43,2
0,63,16
0,68,1
0,72,35
0,75,32
0,86,23
0,100,1
0,108,1
0,112,44
0,115,44
0,118,5
0,123,25
0,140,15
0,148,50
0,150,33
0,157,48
0,166,45
0,172,6
0,178,1
0,189,48
0,200,22
0,235,23
0,239,34
0,276,43
0,279,42
0,284,14
0,285,16
0,294,27
0,305,6
0,307,20
0,315,21
0,324,25
0,326,42
0,353,46
0,365,17
0,376,9
0,378,40
0,380,5
0,381,45
0,382,35
0,397,43
0,445,1
0,461,37
0,466,27
0,488,33
0,489,12
0,502,7
0,539,40
0,544,14
0,550,20
0,556,22
0,571,27
0,579,36
0,581,10
0,592,21
0,609,27
0,631,49
0,653,10
0,668,18
0,688,46
0,713,2
0,739,13
0,780,17
0,784,4
0,810,27
0,885,18
0,920,5
0,921,19
0,935,44
0,987,9
0,990,11
0,1018,6
0,1019,23
0,1041,46
0,1108,49
0,1168,15
0,1192,1
0,1225,13
0,1265,30
0,1266,16
0,1304,16
0,1318,13
0,1355,21
0,1374,47
0,1385,32
0,1393,7
0,1447,9
0,1461,13
0,1462,31
0,1522,18
0,1528,49
0,1533,12
0,1548,18
0,1561,35
0,1594,33
0,1624,34
0,1650,35
0,1665,24
0,1706,44
0,1717,18
0,1830,36
0,1868,2
0,1880,41
0,1905,11
0,1906,38
0,1954,1
0,1967,30
0,1975,23
0,1980,23
0,1982,10
0,1998,39
1,2,3
1,3,32
1,4,28
1,8,37
1,18,21
1,20,16
1,22,36
1,23,12
1,26,24
1,27,18
1,32,3
1,45,14
1,48,12
1,52,9
1,61,6
1,71,17
1,80,37
1,81,6
1,94,10
1,146,4
1,147,37
1,193,12
1,279,18
1,283,33
1,308,39
1,320,1
1,384,18
1,428,38
1,534,28
1,549,10
1,553,3
1,575,1
1,594,6
1,691,47
1,697,18
1,726,36
1,737,6
1,765,4
1,776,28
1,782,40
1,967,49
1,1047,36
1,1104,17
1,1153,41
1,1223,23
1,1277,15
1,1278,14
1,1280,41
1,1382,7
1,1539,37
1,1563,14
1,1573,3
1,1596,15
1,1607,32
1,1725,23
1,1741,1
1,1830,1
1,1930,35
1,1968,33
2,5,1
2,6,11
2,9,10
2,10,32
2,12,34
2,24,14
2,30,4
2,41,26
2,46,43
2,54,45
2,65,32
2,66,40
2,69,14
2,77,10
2,94,28
2,96,42
2,104,24
2,105,1
2,129,36
2,156,29
2,185,3
2,209,11
2,216,15
2,233,41
2,261,25
2,288,9
2,382,35
2,423,43
2,466,21
2,509,8
2,534,19
2,643,46
2,678,4
2,680,50
2,878,15
2,894,40
2,926,13
2,983,27
2,1086,49
2,1130,37
2,1144,31
2,1290,23
2,1362,7
2,1406,19
2,1484,17
2,1547,9
2,1601,8
2,1616,9
2,1622,25
2,1767,27
2,1793,8
2,1959,50
3,35,19
3,48,28
3,49,15
3,116,16
3,140,12
3,158,42
3,176,31
3,182,37
3,203,2
3,224,30
3,242,33
3,292,43
3,336,7
3,355,31
3,495,11
3,569,30
3,715,12
3,733,33
3,764,47
3,787,22
3,916,48
3,934,27
3,984,39
3,1012,49
3,1027,1
3,1138,6
3,1214,16
3,1222,22
3,1298,22
3,1584,19
3,1585,26
3,1610,47
3,1623,50
3,1646,18
3,1654,26
3,1658,1
3,1770,3
3,1796,41
3,1842,45
3,1915,24
3,1966,49
3,1971,6
4,6,5
4,7,9
4,26,9
4,27,35
4,60,12
4,83,42
4,137,9
4,158,4
4,219,36
4,262,34
4,343,38
4,366,27
4,398,9
4,447,37
4,690,34
4,773,18
4,880,22
4,982,22
4,1067,21
4,1103,8
4,1177,46
4,1252,9
4,1397,50
4,1410,5
4,1688,41
4,1716,15
4,1794,46
4,1818,41
5,295,28
5,544,33
5,1652,9
5,1732,12
6,11,28
6,15,19
6,19,14
6,34,32
6,37,30
6,56,2
6,60,25
6,61,43
6,79,25
6,95,38
6,154,24
6,160,29
6,163,22
6,202,23
6,213,32
6,250,27
6,265,10
6,271,49
6,277,44
6,288,30
6,296,46
6,297,14
6,314,45
6,317,16
6,320,49
6,345,26
6,368,2
6,415,18
6,459,40
6,528,44
6,536,9
6,552,11
6,600,13
6,615,33
6,618,43
6,672,32
6,675,7
6,768,33
6,798,5
6,856,19
6,956,49
6,957,33
6,968,13
6,981,21
6,985,28
6,994,2
6,1091,35
6,1208,21
6,1224,1
6,1299,2
6,1524,3
6,1540,5
6,1569,31
6,1574,3
6,1612,35
6,1623,40
6,1668,39
6,1782,29
6,1784,48
6,1938,3
7,16,13
7,17,1
7,50,20
7,88,30
7,136,5
7,146,18
7,198,17
7,217,10
7,483,40
7,558,24
7,574,35
7,587,20
7,614,50
7,833,12
7,871,49
7,918,22
7,1093,30
7,1463,49
7,1526,39
8,10,21
8,20,31
8,36,5
8,43,3
8,85,9
8,90,3
8,98,27
8,106,2
8,144,45
8,167,42
8,170,6
8,184,8
8,190,8
8,225,36
8,467,30
8,483,46
8,509,30
8,963,27
8,974,8
8,1004,39
8,1020,35
8,1218,50
8,1247,26
8,1391,31
8,1584,11
8,1882,17
9,13,17
9,25,49
9,28,1
9,29,16
9,32,8
9,42,40
9,53,1
9,95,41
9,124,12
9,133,26
9,164,28
9,240,42
9,260,27
9,261,50
9,293,49
9,304,2
9,326,37
9,330,22
9,333,6
9,338,32
9,376,47
9,526,32
9,677,15
9,720,24
9,724,8
9,812,5
9,868,26
9,896,15
9,905,27
9,929,7
9,1149,49
9,1152,34
9,1182,28
9,1227,17
9,1363,28
9,1650,14
9,1663,21
9,1684,2
9,1701,18
9,1936,47
9,1988,46
10,14,1
10,15,2
10,17,25
10,18,10
10,22,18
10,38,25
10,40,7
10,69,29
10,74,23
10,78,6
10,114,41
10,119,41
10,133,34
10,138,16
10,185,30
10,196,5
10,272,49
10,301,32
10,317,30
10,357,9
10,386,40
10,388,30
10,408,48
10,475,48
10,501,14
10,519,39
10,540,12
10,550,33
10,611,22
10,622,43
10,646,31
10,661,47
10,682,7
10,716,14
10,750,23
10,788,42
10,883,25
10,902,42
10,918,26
10,927,48
10,947,4
10,1077,16
10,1123,10
10,1143,8
10,1197,21
10,1201,8
10,1206,39
10,1332,41
10,1379,44
10,1490,48
10,1555,36
10,1562,19
10,1714,4
10,1724,9
10,1780,22
10,1831,42
10,1840,20
11,57,17
11,117,49
11,154,33
11,166,18
11,173,20
11,188,2
11,202,18
11,232,34
11,238,46
11,251,27
11,260,34
11,291,11
11,411,1
11,440,27
11,484,27
11,626,37
11,709,3
11,718,38
11,783,40
11,809,24
11,887,44
11,904,6
11,955,26
11,1008,44
11,1062,25
11,1207,50
11,1215,41
11,1230,2
11,1305,26
11,1391,1
11,1499,35
11,1609,24
11,1688,47
11,1898,1
12,13,47
12,29,11
12,30,13
12,176,17
12,206,2
12,231,47
12,240,19
12,273,22
12,395,35
12,554,10
12,663,1
12,706,50
12,1243,8
12,1251,38
12,1339,28
12,1388,30
13,24,31
13,39,26
13,63,13
13,65,14
13,75,5
13,79,37
13,87,49
13,170,1
13,184,12
13,206,20
13,253,2
13,269,31
13,448,43
13,476,29
13,480,36
13,481,15
13,506,39
13,517,48
13,574,35
13,688,48
13,743,28
13,763,28
13,996,38
13,1005,6
13,1138,26
13,1296,34
13,1512,42
13,1568,12
13,1940,47
14,16,8
14,42,11
14,51,41
14,78,30
14,107,31
14,112,14
14,124,32
14,171,19
14,212,39
14,325,24
14,327,8
14,387,17
14,475,9
14,490,25
14,503,18
14,506,4
14,568,14
14,570,30
14,655,5
14,679,1
14,749,29
14,835,32
14,939,24
14,1044,4
14,1067,12
14,1594,48
14,1772,7
14,1861,47
14,1904,26
15,21,47
15,36,38
15,194,9
15,303,1
15,321,39
15,338,19
15,355,41
15,450,33
15,510,29
15,537,39
15,740,3
15,748,44
15,752,15
15,803,36
15,964,39
15,1025,34
15,1084,38
15,1240,5
15,1316,22
15,1395,11
15,1495,25
15,1794,18
15,1811,1
15,1847,14
16,25,10
16,52,34
16,55,18
16,68,33
16,81,22
16,101,1
16,116,13
16,151,47
16,153,9
16,175,7
16,195,1
16,213,27
16,218,9
16,248,49
16,254,37
16,301,32
16,356,1
16,465,19
16,504,48
16,672,23
16,842,44
16,901,9
16,913,7
16,968,12
16,1082,2
16,1573,30
16,1693,37
17,31,3
17,54,12
17,87,27
17,130,4
17,177,49
17,181,27
17,290,15
17,314,29
17,373,6
17,405,12
17,472,27
17,531,12
17,551,8
17,622,22
17,623,14
17,656,1
17,703,14
17,738,1
17,817,4
17,901,17
17,1132,41
17,1196,19
17,1292,19
17,1351,32
17,1619,32
17,1769,2
17,1867,32
17,1887,9
18,23,16
18,46,25
18,72,29
18,120,40
18,172,38
18,187,48
18,219,42
18,267,41
18,516,41
18,524,12
18,945,21
18,958,29
18,1106,1
18,1125,25
18,1521,48
18,1632,2
18,1656,13
18,1738,18
18,1749,6
18,1773,46
19,35,5
19,115,8
20,34,37
20,53,3
20,57,9
20,74,49
20,97,37
20,127,29
20,141,28
20,149,18
20,177,9
20,286,11
20,499,4
20,635,38
20,763,36
20,786,50
20,1093,4
20,1963,12
21,49,11
21,99,12
21,131,50
21,246,10
21,287,45
21,318,19
21,361,35
21,434,40
21,447,13
21,453,33
21,513,45
21,698,30
21,747,10
21,764,5
21,806,40
21,812,14
21,939,1
21,1254,29
21,1627,6
21,1648,12
21,1877,20
