nodo_partenza,nodo_arrivo,peso_arco
0,1,37
0,2,39
0,3,39
0,4,6
0,5,46
0,6,38
0,7,9
0,8,38
0,9,50
0,10,42
0,11,31
0,12,19
0,13,28
0,14,6
0,15,40
0,16,26
0,17,7
0,18,15
0,19,26
0,20,21
0,21,32
0,22,37
0,23,40
0,24,2
0,25,7
0,26,42
0,27,35
0,28,14
0,29,37
0,30,28
0,31,27
0,32,14
0,33,27
0,34,27
0,35,40
0,36,20
0,37,50
0,38,34
0,39,15
0,40,13
0,41,37
0,42,46
0,43,44
0,44,32
0,45,14
0,46,5
0,47,46
0,48,47
0,49,10
0,50,49
0,51,16
0,52,1
0,53,49
0,54,23
0,55,39
0,56,28
0,57,15
0,58,50
0,59,35
0,60,38
0,61,49
0,62,25
0,63,40
0,64,17
0,65,8
0,66,50
0,67,22
0,68,19
0,69,27
0,70,38
0,71,8
0,72,3
0,73,34
0,74,19
0,75,50
0,76,46
0,77,31
0,78,43
0,79,11
0,80,45
0,81,24
0,82,15
0,83,14
0,84,24
0,85,36
0,86,26
0,87,5
0,88,11
0,89,22
0,90,38
0,91,1
0,92,33
0,93,39
0,94,16
0,95,36
0,96,28
0,97,11
0,98,42
0,99,21
0,100,23
0,101,17
0,102,6
0,103,1
0,104,42
0,105,32
0,106,33
0,107,21
0,108,30
0,109,44
0,110,26
0,111,12
0,112,25
0,113,44
0,114,16
0,115,41
0,116,45
0,117,47
0,118,34
0,119,8
0,120,38
0,121,43
0,122,25
0,123,36
0,124,6
0,125,24
0,126,8
0,127,27
0,128,42
0,129,43
0,130,3
0,131,18
0,132,18
0,133,21
0,134,48
0,135,13
0,136,26
0,137,12
0,138,5
0,139,8
0,140,18
0,141,45
0,142,22
0,143,16
0,144,4
0,145,46
0,146,24
0,147,10
0,148,3
0,149,42
0,150,46
0,151,2
0,152,39
0,153,18
0,154,18
0,155,40
0,156,14
0,157,10
0,158,2
0,159,28
0,160,4
0,161,34
0,162,16
0,163,48
0,164,13
0,165,44
0,166,25
0,167,14
0,168,25
0,169,3
0,170,6
0,171,20
0,172,3
0,173,28
0,174,28
0,175,45
0,176,33
0,177,47
0,178,42
0,179,42
0,180,37
0,181,17
0,182,25
0,183,28
0,184,27
0,185,10
0,186,25
0,187,42
0,188,44
0,189,32
0,190,24
0,191,49
0,192,26
0,193,9
0,194,13
0,195,35
0,196,43
0,197,2
0,198,27
0,199,2
0,200,14
0,201,8
0,202,33
0,203,4
0,204,33
0,205,28
0,206,32
0,207,38
0,208,19
0,209,42
0,210,7
0,211,6
0,212,30
0,213,32
0,214,41
0,215,50
0,216,30
0,217,5
0,218,44
0,219,35
0,220,50
0,221,50
0,222,38
0,223,21
0,224,48
0,225,48
0,226,22
0,227,37
0,228,44
0,229,13
0,230,11
0,231,11
0,232,7
0,233,8
0,234,45
0,235,17
0,236,47
0,237,17
0,238,1
0,239,50
0,240,20
0,241,21
0,242,25
0,243,23
0,244,8
0,245,50
0,246,25
0,247,12
0,248,16
0,249,25
0,250,22
0,251,15
0,252,9
0,253,16
0,254,21
0,255,1
0,256,27
0,257,9
0,258,13
0,259,17
0,260,7
0,261,4
0,262,39
0,263,32
0,264,17
0,265,2
0,266,23
0,267,19
0,268,49
0,269,9
0,270,15
0,271,48
0,272,41
0,273,29
0,274,41
0,275,28
0,276,4
0,277,4
0,278,6
0,279,25
0,280,27
0,281,1
0,282,20
0,283,21
0,284,7
0,285,50
0,286,36
0,287,27
0,288,40
0,289,30
0,290,36
0,291,30
0,292,10
0,293,8
0,294,34
0,295,6
0,296,35
0,297,28
0,298,18
0,299,40
0,300,18
0,301,13
0,302,23
0,303,35
0,304,9
0,305,40
0,306,35
0,307,30
0,308,33
0,309,36
0,310,30
0,311,13
0,312,16
0,313,34
0,314,12
0,315,48
0,316,1
0,317,27
0,318,47
0,319,41
0,320,5
0,321,16
0,322,29
0,323,6
0,324,9
0,325,16
0,326,35
0,327,43
0,328,45
0,329,5
0,330,14
0,331,31
0,332,39
0,333,1
0,334,30
0,335,9
0,336,18
0,337,16
0,338,27
0,339,5
0,340,46
0,341,44
0,342,6
0,343,19
0,344,3
0,345,19
0,346,12
0,347,1
0,348,22
0,349,23
0,350,12
0,351,33
0,352,33
0,353,42
0,354,5
0,355,45
0,356,16
0,357,29
0,358,12
0,359,31
0,360,15
0,361,5
0,362,40
0,363,7
0,364,30
0,365,9
0,366,12
0,367,28
0,368,47
0,369,41
0,370,29
0,371,14
0,372,30
0,373,45
0,374,22
0,375,18
0,376,41
0,377,24
0,378,14
0,379,13
0,380,40
0,381,12
0,382,49
0,383,12
0,384,1
0,385,41
0,386,20
0,387,25
0,388,40
0,389,8
0,390,27
0,391,6
0,392,38
0,393,47
0,394,40
0,395,40
0,396,30
0,397,46
0,398,32
0,399,44
0,400,1
0,401,29
0,402,30
0,403,41
0,404,40
0,405,20
0,406,17
0,407,30
0,408,8
0,409,42
0,410,11
0,411,39
0,412,24
0,413,4
0,414,29
0,415,25
0,416,34
0,417,50
0,418,29
0,419,1
0,420,1
0,421,11
0,422,29
0,423,46
0,424,12
0,425,30
0,426,14
0,427,28
0,428,41
0,429,39
0,430,29
0,431,1
0,432,23
0,433,2
0,434,34
0,435,45
0,436,42
0,437,15
0,438,43
0,439,17
0,440,32
0,441,17
0,442,41
0,443,49
0,444,5
0,445,30
0,446,1
0,447,27
0,448,25
0,449,35
0,450,32
0,451,33
0,452,34
0,453,47
0,454,34
0,455,5
0,456,50
0,457,45
0,458,46
0,459,43
0,460,46
0,461,4
0,462,18
0,463,29
0,464,45
0,465,39
0,466,25
0,467,43
0,468,44
0,469,27
0,470,6
0,471,49
0,472,29
0,473,5
0,474,7
0,475,19
0,476,18
0,477,47
0,478,10
0,479,33
0,480,26
0,481,27
0,482,31
0,483,31
0,484,35
0,485,23
0,486,12
0,487,50
0,488,12
0,489,40
0,490,4
0,491,6
0,492,22
0,493,17
0,494,30
0,495,37
0,496,6
0,497,43
0,498,20
0,499,15
1,0,35
1,2,17
1,3,49
1,4,38
1,5,6
1,6,5
1,7,38
1,8,22
1,9,50
1,10,20
1,11,26
1,12,44
1,13,7
1,14,30
1,15,5
1,16,12
1,17,23
1,18,6
1,19,50
1,20,39
1,21,41
1,22,13
1,23,21
1,24,45
1,25,50
1,26,46
1,27,29
1,28,6
1,29,47
1,30,13
1,31,8
1,32,4
1,33,46
1,34,8
1,35,45
1,36,27
1,37,44
1,38,49
1,39,43
1,40,22
1,41,10
1,42,36
1,43,4
1,44,26
1,45,41
1,46,24
1,47,35
1,48,22
1,49,22
1,50,24
1,51,43
1,52,21
1,53,46
1,54,34
1,55,18
1,56,11
1,57,1
1,58,9
1,59,44
1,60,30
1,61,29
1,62,20
1,63,30
1,64,4
1,65,48
1,66,4
1,67,1
1,68,17
1,69,10
1,70,17
1,71,40
1,72,28
1,73,5
1,74,43
1,75,19
1,76,1
1,77,34
1,78,26
1,79,36
1,80,38
1,81,19
1,82,21
1,83,9
1,84,37
1,85,13
1,86,2
1,87,35
1,88,1
1,89,37
1,90,18
1,91,36
1,92,44
1,93,43
1,94,43
1,95,6
1,96,16
1,97,49
1,98,9
1,99,11
1,100,7
1,101,11
1,102,15
1,103,28
1,104,34
1,105,15
1,106,41
1,107,44
1,108,7
1,109,19
1,110,44
1,111,36
1,112,5
1,113,36
1,114,7
1,115,1
1,116,38
1,117,24
1,118,9
1,119,47
1,120,27
1,121,25
1,122,22
1,123,30
1,124,34
1,125,33
1,126,5
1,127,11
1,128,1
1,129,23
1,130,19
1,131,42
1,132,29
1,133,36
1,134,11
1,135,12
1,136,24
1,137,5
1,138,45
1,139,41
1,140,35
1,141,47
1,142,28
1,143,6
1,144,8
1,145,38
1,146,2
1,147,5
1,148,27
1,149,16
1,150,1
1,151,46
1,152,8
1,153,33
1,154,19
1,155,18
1,156,45
1,157,26
1,158,10
1,159,9
1,160,23
1,161,18
1,162,43
1,163,23
1,164,3
1,165,34
1,166,22
1,167,34
1,168,1
1,169,46
1,170,4
1,171,21
1,172,16
1,173,16
1,174,16
1,175,34
1,176,29
1,177,22
1,178,36
1,179,40
1,180,14
1,181,35
1,182,36
1,183,47
1,184,41
1,185,31
1,186,32
1,187,3
1,188,26
1,189,37
1,190,39
1,191,36
1,192,34
1,193,27
1,194,24
1,195,31
1,196,24
1,197,2
1,198,36
1,199,4
1,200,16
1,201,8
1,202,9
1,203,18
1,204,29
1,205,37
1,206,31
1,207,36
1,208,45
1,209,26
1,210,11
1,211,42
1,212,42
1,213,19
1,214,5
1,215,18
1,216,28
1,217,4
1,218,38
1,219,47
1,220,35
1,221,46
1,222,9
1,223,40
1,224,41
1,225,2
1,226,37
1,227,3
1,228,13
1,229,10
1,230,5
1,231,37
1,232,7
1,233,22
1,234,43
1,235,23
1,236,7
1,237,39
1,238,38
1,239,2
1,240,31
1,241,49
1,242,23
1,243,30
1,244,43
1,245,20
1,246,8
1,247,5
1,248,26
1,249,40
1,250,41
1,251,34
1,252,15
1,253,46
1,254,23
1,255,18
1,256,43
1,257,13
1,258,10
1,259,30
1,260,29
1,261,44
1,262,21
1,263,50
1,264,13
1,265,41
1,266,39
1,267,42
1,268,44
1,269,23
